Report Number,Occurred Date,Occurred Time,Reported Date,Reported Time,Crime Subcategory,Primary Offense Description,Precinct,Sector,Beat,Neighborhood
20190000126879,04/09/2019,600,04/10/2019,1551,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W3,MORGAN
201900001269,01/02/2019,320,01/02/2019,321,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000126923,04/10/2019,1403,04/10/2019,1403,SEX OFFENSE-OTHER,SEXOFF-INDECENT LIBERTIES,UNKNOWN,,,UNKNOWN
20190000126929,04/09/2019,2300,04/10/2019,1508,THEFT-ALL OTHER,THEFT-OTH,SOUTH,R,R3,LAKEWOOD/SEWARD PARK
20190000126947,03/27/2019,800,04/10/2019,1424,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,W,W1,NORTH DELRIDGE
20190000126986,04/10/2019,1448,04/10/2019,1448,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000126995,04/10/2019,1451,04/10/2019,1451,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E3,FIRST HILL
20190000126996,04/09/2019,1700,04/10/2019,1811,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000126997,04/10/2019,1626,04/10/2019,1626,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
2019000012700,01/01/2019,2200,01/10/2019,1436,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,G,G3,JUDKINS PARK/NORTH BEACON HILL
20190000127028,04/10/2019,1510,04/10/2019,1510,TRESPASS,TRESPASS,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000127037,03/29/2019,2100,04/10/2019,1520,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S3,RAINIER VIEW
20190000127039,04/10/2019,1518,04/10/2019,1518,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G3,MADRONA/LESCHI
20190000127041,04/06/2019,2200,04/10/2019,1520,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L3,LAKECITY
20190000127052,04/10/2019,0,04/10/2019,1529,RAPE,RAPE-STRONGARM,NORTH,B,B1,BALLARD SOUTH
20190000127064,04/09/2019,1400,04/10/2019,1803,CAR PROWL,THEFT-CARPROWL,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000127084,03/11/2019,1500,04/10/2019,1618,THEFT-BUILDING,THEFT-BUILDING,WEST,Q,Q3,QUEEN ANNE
20190000127108,04/08/2019,2200,04/10/2019,1619,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000127114,04/10/2019,1622,04/10/2019,1622,NARCOTIC,NARC-POSSESS-HEROIN,NORTH,L,L2,NORTHGATE
20190000127118,04/10/2019,1622,04/10/2019,1622,TRESPASS,TRESPASS,EAST,G,G3,MADRONA/LESCHI
2019000012713,09/19/2018,0,01/11/2019,1105,SEX OFFENSE-OTHER,SEXOFF-OTHER,WEST,K,K3,PIONEER SQUARE
20190000127172,04/09/2019,2100,04/10/2019,1706,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000127175,04/10/2019,1812,04/10/2019,1812,AGGRAVATED ASSAULT,ASSLT-AGG-GUN,NORTH,J,J3,GREENWOOD
20190000127177,04/10/2019,1706,04/10/2019,1706,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,L,L3,LAKECITY
20190000127185,04/09/2019,2100,04/10/2019,1715,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,W,W2,ALKI
20190000127193,04/09/2019,1600,04/10/2019,1721,CAR PROWL,THEFT-LICENSE PLATE,NORTH,B,B2,BALLARD SOUTH
20190000127207,04/09/2019,545,04/10/2019,1738,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S1,MID BEACON HILL
20190000127213,04/10/2019,1743,04/10/2019,2118,DUI,DUI-DRUGS,NORTH,L,L1,NORTHGATE
20190000127221,04/10/2019,1148,04/10/2019,1753,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CAPITOL HILL
20190000127275,04/10/2019,1831,04/10/2019,1831,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,SOUTH,S,S3,RAINIER BEACH
20190000127281,04/10/2019,1526,04/10/2019,1834,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C2,MILLER PARK
20190000127288,04/10/2019,700,04/10/2019,2042,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,F,F1,HIGH POINT
20190000127298,04/10/2019,1829,04/10/2019,1829,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000127304,04/10/2019,1300,04/10/2019,1832,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E3,FIRST HILL
20190000127306,04/10/2019,1856,04/10/2019,1856,NARCOTIC,NARC-SELL-HEROIN,NORTH,N,N2,NORTHGATE
20190000127318,04/10/2019,800,04/10/2019,1717,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,EASTLAKE - WEST
20190000127331,04/10/2019,1921,04/10/2019,1921,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000127356,04/10/2019,1615,04/10/2019,2017,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B1,BALLARD SOUTH
20190000127378,04/10/2019,1950,04/10/2019,1950,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
20190000127381,04/10/2019,1550,04/10/2019,2054,CAR PROWL,THEFT-CARPROWL,EAST,E,E3,FIRST HILL
20190000127399,04/10/2019,2026,04/10/2019,2224,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTH,R,R1,MID BEACON HILL
2019000012740,01/09/2019,1700,01/10/2019,1227,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U3,SANDPOINT
20190000127426,04/10/2019,2100,04/10/2019,2100,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,SOUTH,O,O1,SODO
20190000127438,04/10/2019,2125,04/10/2019,2125,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL
20190000127473,04/10/2019,2204,04/10/2019,2204,CAR PROWL,THEFT-CARPROWL,NORTH,L,L1,LAKECITY
20190000127505,04/10/2019,2242,04/10/2019,2242,TRESPASS,TRESPASS,NORTH,N,N2,NORTHGATE
20190000127507,04/10/2019,1900,04/10/2019,2238,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,Q,Q1,MAGNOLIA
20190000127518,04/10/2019,1200,04/10/2019,2357,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,SOUTHWEST,W,W1,ALKI
2019000012753,12/19/2018,1700,01/10/2019,1044,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,L,L1,LAKECITY
20190000127538,04/10/2019,2351,04/11/2019,147,DUI,DUI-LIQUOR,NORTH,B,B2,BALLARD SOUTH
20190000127562,04/11/2019,3,04/11/2019,3,DUI,DUI-LIQUOR,NORTH,J,J2,BALLARD NORTH
20190000127565,04/11/2019,6,04/11/2019,47,TRESPASS,TRESPASS,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000127568,04/11/2019,14,04/11/2019,14,CAR PROWL,THEFT-CARPROWL,WEST,K,K2,PIONEER SQUARE
20190000127607,04/11/2019,236,04/11/2019,236,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000127634,04/11/2019,207,04/11/2019,207,NARCOTIC,NARC-POSSESS-METH,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000127640,04/11/2019,223,04/11/2019,223,TRESPASS,TRESPASS,WEST,M,M2,DOWNTOWN COMMERCIAL
20190000127644,04/11/2019,232,04/11/2019,232,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,WEST,Q,Q3,QUEEN ANNE
20190000127673,04/10/2019,1500,04/11/2019,624,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,Q,Q3,QUEEN ANNE
20190000127702,04/11/2019,454,04/11/2019,454,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL
20190000127707,04/10/2019,2230,04/11/2019,500,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R1,NORTH BEACON HILL
20190000127725,04/11/2019,547,04/11/2019,547,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000127735,04/11/2019,601,04/11/2019,618,TRESPASS,TRESPASS,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000127740,04/10/2019,2205,04/11/2019,605,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B2,FREMONT
2019000012776,01/09/2019,1800,01/10/2019,1105,CAR PROWL,THEFT-AUTOACC,SOUTHWEST,F,F1,HIGH POINT
20190000127787,04/09/2019,600,04/11/2019,702,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U3,SANDPOINT
20190000127802,04/11/2019,514,04/11/2019,836,TRESPASS,TRESPASS,EAST,C,C2,MONTLAKE/PORTAGE BAY
2019000012783,01/10/2019,1107,01/10/2019,1107,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,U,U3,ROOSEVELT/RAVENNA
20190000127830,04/11/2019,834,04/11/2019,834,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F1,NORTH DELRIDGE
20190000127834,04/11/2019,742,04/11/2019,742,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000127848,04/11/2019,751,04/11/2019,958,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,B,B2,BALLARD SOUTH
20190000127849,04/10/2019,2000,04/11/2019,742,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B3,FREMONT
20190000127867,04/10/2019,1900,04/11/2019,1012,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S1,MID BEACON HILL
20190000127874,04/11/2019,811,04/11/2019,811,CAR PROWL,THEFT-CARPROWL,NORTH,L,L2,LAKECITY
20190000127887,04/11/2019,828,04/11/2019,1017,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,Q,Q1,MAGNOLIA
20190000127895,04/11/2019,829,04/11/2019,1114,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTH,R,R1,MID BEACON HILL
20190000127898,04/11/2019,810,04/11/2019,836,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,FREMONT
20190000127923,04/11/2019,141,04/11/2019,1109,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,Q,Q3,QUEEN ANNE
20190000127931,04/05/2019,1800,04/11/2019,901,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
20190000127939,04/10/2019,2130,04/11/2019,913,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D2,QUEEN ANNE
2019000012796,01/10/2019,1113,01/10/2019,1113,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000127998,04/10/2019,1930,04/11/2019,1110,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000127999,04/11/2019,954,04/11/2019,954,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,D,D1,SLU/CASCADE
20190000128029,04/09/2019,2000,04/11/2019,1008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
20190000128049,02/07/2019,2359,04/11/2019,1024,SEX OFFENSE-OTHER,SEXOFF-OTHER,NORTH,L,L3,LAKECITY
20190000128052,01/01/2019,900,04/11/2019,1103,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D1,BELLTOWN
20190000128081,04/08/2019,900,04/11/2019,1047,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,NORTH,U,U3,SANDPOINT
20190000128103,04/04/2019,1630,04/11/2019,1406,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
2019000012811,01/07/2019,0,01/10/2019,1121,BURGLARY-COMMERCIAL-SECURE PARKING,BURGLARY-SECURE PARKING-NONRES,SOUTH,R,R2,MOUNT BAKER
20190000128119,04/05/2019,1710,04/11/2019,1601,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,G,G2,JUDKINS PARK/NORTH BEACON HILL
20190000128143,04/11/2019,1130,04/11/2019,2308,DUI,DUI-DRUGS,NORTH,N,N1,BITTERLAKE
2019000012815,01/10/2019,1126,01/10/2019,1126,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E3,CAPITOL HILL
20190000128156,01/27/2019,200,04/11/2019,1149,RAPE,RAPE-STRONGARM,WEST,Q,Q2,QUEEN ANNE
20190000128175,04/11/2019,1206,04/11/2019,1206,WEAPON,WEAPON-POSSESSION,NORTH,J,J1,BALLARD NORTH
20190000128191,04/11/2019,1223,04/11/2019,1223,ROBBERY-STREET,ROBBERY-STREET-WEAPON,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000128210,04/09/2019,1700,04/11/2019,1235,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000128227,04/10/2019,2000,04/11/2019,1249,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S3,RAINIER VIEW
20190000128266,04/11/2019,1318,04/11/2019,1608,SEX OFFENSE-OTHER,SEXOFF-INDECENT EXPOSURE,SOUTH,R,R3,LAKEWOOD/SEWARD PARK
20190000128267,04/11/2019,1321,04/11/2019,1321,THEFT-BUILDING,THEFT-BUILDING,NORTH,N,N2,NORTHGATE
20190000128268,04/11/2019,1325,04/11/2019,1734,NARCOTIC,NARC-POSSESS-COCAINE,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000128311,04/11/2019,1401,04/11/2019,1401,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K2,DOWNTOWN COMMERCIAL
20190000128340,04/09/2019,1,04/11/2019,1437,MOTOR VEHICLE THEFT,VEH-THEFT-MTRCYCLE,EAST,C,C2,MILLER PARK
20190000128353,04/11/2019,1445,04/11/2019,1445,DUI,DUI-LIQUOR,EAST,C,C3,MADRONA/LESCHI
20190000128375,04/11/2019,1415,04/11/2019,1510,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,ROOSEVELT/RAVENNA
20190000128386,04/11/2019,1516,04/11/2019,1516,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000128389,04/11/2019,1200,04/11/2019,1521,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L2,NORTHGATE
20190000128393,04/05/2019,1300,04/11/2019,1507,SEX OFFENSE-OTHER,SEXOFF-INDECENT EXPOSURE,WEST,Q,Q1,MAGNOLIA
20190000128416,04/11/2019,1543,04/11/2019,1543,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,E,E3,FIRST HILL
20190000128449,12/21/2018,0,04/11/2019,1600,THEFT-ALL OTHER,THEFT-OTH,SOUTH,R,R3,HILLMAN CITY
20190000128465,04/11/2019,1330,04/11/2019,1620,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,ROOSEVELT/RAVENNA
20190000128471,04/11/2019,1619,04/11/2019,1619,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNIVERSITY
20190000128500,04/11/2019,1644,04/11/2019,1722,TRESPASS,TRESPASS,SOUTHWEST,F,F1,NORTH DELRIDGE
20190000128517,04/11/2019,1652,04/11/2019,1826,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q2,QUEEN ANNE
20190000128528,04/11/2019,1701,04/11/2019,1701,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,NORTH,N,N2,NORTHGATE
20190000128536,04/09/2019,1500,04/11/2019,1704,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,D,D3,SLU/CASCADE
20190000128537,03/11/2019,1200,04/11/2019,1658,CAR PROWL,THEFT-LICENSE PLATE,NORTH,B,B2,PHINNEY RIDGE
20190000128554,04/04/2019,2000,04/11/2019,1929,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,QUEEN ANNE
20190000128560,04/11/2019,1720,04/11/2019,1729,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000128587,04/11/2019,1759,04/11/2019,1759,LIQUOR LAW VIOLATION,LIQUOR LAW VIOLATION,SOUTHWEST,W,W3,FAUNTLEROY SW
2019000012863,12/19/2018,500,01/10/2019,1435,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,B,B1,BALLARD SOUTH
20190000128654,04/09/2019,2000,04/11/2019,2027,MOTOR VEHICLE THEFT,VEH-THEFT-MTRCYCLE,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
20190000128661,04/11/2019,1921,04/11/2019,1921,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000128672,04/11/2019,1930,04/11/2019,2034,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q1,MAGNOLIA
2019000012868,01/09/2019,2100,01/10/2019,1202,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,C,C2,MILLER PARK
20190000128680,04/11/2019,1510,04/11/2019,1945,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000128689,04/07/2019,2100,04/11/2019,1954,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,M,M3,DOWNTOWN COMMERCIAL
2019000012871,01/10/2019,1206,01/10/2019,1206,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C2,MILLER PARK
20190000128727,04/11/2019,2049,04/11/2019,2052,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH
20190000128728,04/11/2019,1600,04/11/2019,2045,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH
20190000128760,04/11/2019,1855,04/11/2019,2146,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N2,NORTHGATE
20190000128766,04/11/2019,2129,04/11/2019,2129,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,SOUTH,S,S1,MID BEACON HILL
20190000128767,04/11/2019,2116,04/11/2019,2116,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH
20190000128771,04/11/2019,815,04/11/2019,2106,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B1,BALLARD SOUTH
2019000012879,01/05/2019,1530,01/10/2019,1628,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F3,HIGHLAND PARK
20190000128796,04/11/2019,2211,04/11/2019,2211,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,NORTH,J,J1,GREENWOOD
20190000128801,04/11/2019,2220,04/11/2019,2221,DUI,DUI-LIQUOR,WEST,D,D3,SLU/CASCADE
20190000128825,04/11/2019,2244,04/11/2019,2344,TRESPASS,TRESPASS,EAST,G,G1,FIRST HILL
20190000128857,04/11/2019,2330,04/12/2019,18,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,R,R2,MOUNT BAKER
2019000012887,01/09/2019,1700,01/10/2019,1347,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BITTERLAKE
20190000128872,04/11/2019,2353,04/11/2019,2353,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,SOUTH,S,S2,BRIGHTON/DUNLAP
20190000128878,04/12/2019,13,04/12/2019,1957,DUI,DUI-LIQUOR,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000128879,04/11/2019,2330,04/12/2019,29,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,R,R2,MOUNT BAKER
20190000128881,04/12/2019,19,04/12/2019,19,TRESPASS,TRESPASS,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
20190000128882,04/12/2019,36,04/12/2019,142,NARCOTIC,NARC-POSSESS-HEROIN,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000128907,04/12/2019,109,04/12/2019,2125,DUI,DUI-LIQUOR,NORTH,B,B2,FREMONT
20190000128912,04/10/2019,1000,04/12/2019,103,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,BALLARD SOUTH
20190000128913,04/12/2019,114,04/12/2019,114,DUI,DUI-LIQUOR,NORTH,N,N2,BITTERLAKE
20190000128929,04/12/2019,203,04/12/2019,203,CAR PROWL,THEFT-CARPROWL,EAST,G,G2,FIRST HILL
2019000012893,01/09/2019,2000,01/10/2019,1639,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BITTERLAKE
20190000128933,04/12/2019,213,04/12/2019,213,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
20190000128934,04/12/2019,218,04/12/2019,218,DUI,DUI-LIQUOR,EAST,E,E2,CAPITOL HILL
20190000128950,04/12/2019,250,04/12/2019,448,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,Q,Q2,QUEEN ANNE
20190000128955,04/12/2019,300,04/12/2019,1001,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTH,O,O2,SODO
20190000128968,04/12/2019,332,04/12/2019,332,TRESPASS,TRESPASS,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000129000,04/12/2019,434,04/12/2019,527,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,C,C2,MILLER PARK
20190000129030,04/11/2019,2300,04/12/2019,526,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,L,L3,LAKECITY
20190000129040,04/12/2019,555,04/12/2019,555,TRESPASS,TRESPASS,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000129050,04/12/2019,607,04/12/2019,607,NARCOTIC,NARC-EQUIPMENT/PARAPHENALIA,EAST,G,G1,FIRST HILL
20190000129059,04/12/2019,623,04/12/2019,623,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,SOUTH,R,R1,NORTH BEACON HILL
20190000129078,04/11/2019,1845,04/12/2019,822,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,U,U1,UNIVERSITY
20190000129081,04/11/2019,1830,04/12/2019,843,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000129083,04/12/2019,656,04/12/2019,749,TRESPASS,TRESPASS,WEST,K,K2,DOWNTOWN COMMERCIAL
2019000012911,01/10/2019,1235,01/10/2019,1235,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000129137,04/11/2019,2230,04/12/2019,750,CAR PROWL,THEFT-CARPROWL,NORTH,U,U2,UNIVERSITY
20190000129154,04/10/2019,2200,04/12/2019,747,CAR PROWL,THEFT-LICENSE PLATE,SOUTH,S,S2,BRIGHTON/DUNLAP
20190000129169,04/10/2019,1617,04/12/2019,810,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D2,QUEEN ANNE
2019000012917,01/10/2019,1240,01/10/2019,1240,TRESPASS,TRESPASS,EAST,E,E3,FIRST HILL
20190000129172,04/11/2019,1530,04/12/2019,816,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N2,NORTHGATE
20190000129189,04/11/2019,2000,04/12/2019,921,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,Q,Q2,QUEEN ANNE
20190000129214,04/11/2019,2300,04/13/2019,855,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R1,NORTH BEACON HILL
20190000129228,04/12/2019,851,04/12/2019,851,TRESPASS,TRESPASS,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000129237,04/11/2019,2000,04/12/2019,849,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F1,NORTH DELRIDGE
20190000129251,04/12/2019,912,04/12/2019,912,TRESPASS,TRESPASS,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
20190000129261,04/12/2019,915,04/12/2019,915,TRESPASS,TRESPASS,NORTH,N,N3,GREENWOOD
20190000129270,04/12/2019,920,04/12/2019,920,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M2,DOWNTOWN COMMERCIAL
20190000129296,04/11/2019,2000,04/12/2019,948,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,Q,Q2,QUEEN ANNE
20190000129297,04/12/2019,947,04/12/2019,947,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F1,HIGH POINT
20190000129308,04/11/2019,2000,04/12/2019,954,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O3,GEORGETOWN
20190000129324,04/11/2019,745,04/12/2019,1239,BURGLARY-COMMERCIAL-SECURE PARKING,BURGLARY-SECURE PARKING-NONRES,WEST,Q,Q3,QUEEN ANNE
20190000129334,04/11/2019,1000,04/12/2019,1120,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000129340,04/12/2019,1017,04/12/2019,1017,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,ROOSEVELT/RAVENNA
20190000129372,04/04/2019,2200,04/12/2019,1442,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000129376,04/12/2019,1043,04/12/2019,1043,TRESPASS,TRESPASS,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000129384,04/12/2019,1050,04/12/2019,1307,THEFT-ALL OTHER,THEFT-MAIL,SOUTH,R,R1,NORTH BEACON HILL
20190000129426,04/11/2019,1900,04/12/2019,1105,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U2,UNIVERSITY
20190000129429,04/12/2019,207,04/12/2019,1421,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH
20190000129431,04/12/2019,1100,04/12/2019,1304,CAR PROWL,THEFT-CARPROWL,EAST,G,G3,MADRONA/LESCHI
20190000129440,04/06/2019,930,04/12/2019,1117,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U2,UNIVERSITY
