Report Number,Occurred Date,Occurred Time,Reported Date,Reported Time,Crime Subcategory,Primary Offense Description,Precinct,Sector,Beat,Neighborhood
20190000129448,04/11/2019,2300,04/12/2019,1130,CAR PROWL,THEFT-CARPROWL,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000129464,04/11/2019,900,04/12/2019,1135,CAR PROWL,THEFT-LICENSE PLATE,SOUTHWEST,F,F1,PIGEON POINT
2019000012947,01/10/2019,1123,01/10/2019,1311,PROSTITUTION,PROSTITUTION-ASSIST-PROMOTE,NORTH,J,J3,GREENWOOD
20190000129473,04/10/2019,1030,04/12/2019,1425,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000129481,04/12/2019,1145,04/12/2019,1417,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000129482,04/12/2019,1149,04/12/2019,1149,SEX OFFENSE-OTHER,SEXOFF-INDECENT LIBERTIES,NORTH,L,L1,NORTHGATE
20190000129489,04/12/2019,1154,04/12/2019,1154,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B3,WALLINGFORD
2019000012949,01/08/2019,1630,01/10/2019,1531,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
20190000129499,04/12/2019,1159,04/12/2019,1159,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
20190000129501,04/12/2019,1520,04/17/2019,1520,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R1,NORTH BEACON HILL
20190000129523,04/12/2019,1211,04/12/2019,1211,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U3,SANDPOINT
20190000129544,03/24/2019,1200,04/12/2019,1239,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W2,MORGAN
20190000129576,04/11/2019,1630,04/12/2019,1606,TRESPASS,TRESPASS,SOUTHWEST,F,F3,HIGHLAND PARK
20190000129613,04/12/2019,1319,04/12/2019,1319,TRESPASS,TRESPASS,NORTH,J,J3,ROOSEVELT/RAVENNA
20190000129616,04/08/2019,730,04/12/2019,1310,CAR PROWL,THEFT-LICENSE PLATE,NORTH,L,L2,NORTHGATE
2019000012962,12/16/2018,2051,01/10/2019,1309,PORNOGRAPHY,PORNOGRAPHY-OBSCENE MATERIAL,UNKNOWN,,,UNKNOWN
20190000129625,04/12/2019,1325,04/12/2019,1325,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,SOUTH,S,S3,RAINIER BEACH
20190000129626,04/12/2019,1330,04/12/2019,1330,CAR PROWL,THEFT-CARPROWL,SOUTH,O,O1,SODO
20190000129645,04/12/2019,1339,04/12/2019,1441,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B2,FREMONT
2019000012969,01/08/2019,1700,01/10/2019,1756,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,PHINNEY RIDGE
20190000129698,04/12/2019,1417,04/12/2019,1417,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,W,W2,NORTH ADMIRAL
2019000012975,01/10/2019,1316,01/10/2019,1514,NARCOTIC,NARC-POSSESS-PILL/TABLET,NORTH,L,L3,LAKECITY
20190000129758,04/12/2019,1502,04/12/2019,1502,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W3,MORGAN
20190000129759,04/12/2019,1506,04/12/2019,1506,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
20190000129760,04/12/2019,1504,04/12/2019,1810,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNIVERSITY
20190000129771,04/12/2019,1517,04/12/2019,1517,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,C,C1,CENTRAL AREA/SQUIRE PARK
20190000129793,04/12/2019,1532,04/12/2019,1532,THEFT-ALL OTHER,THEFT-OTH,SOUTH,R,R2,MOUNT BAKER
20190000129796,04/12/2019,900,04/12/2019,1533,CAR PROWL,THEFT-CARPROWL,NORTH,N,N3,GREENWOOD
20190000129808,04/12/2019,1645,04/12/2019,1645,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH
20190000129819,04/05/2019,800,04/12/2019,1806,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000129831,04/11/2019,1500,04/12/2019,1552,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,C,C2,MADISON PARK
20190000129844,04/12/2019,1620,04/12/2019,1753,AGGRAVATED ASSAULT,ASSLT-AGG-POLICE-WEAPON,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
20190000129876,04/12/2019,1624,04/12/2019,1624,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W1,NORTH ADMIRAL
20190000129878,04/12/2019,1624,04/12/2019,1624,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTH,S,S1,MID BEACON HILL
20190000129894,04/12/2019,1406,04/12/2019,1631,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B1,BALLARD SOUTH
201900001299,01/02/2019,422,01/02/2019,448,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,FIRST HILL
20190000129917,04/12/2019,1655,04/12/2019,1657,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B2,BALLARD SOUTH
20190000129949,04/12/2019,1725,04/12/2019,1725,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QUEEN ANNE
20190000129953,04/12/2019,1728,04/12/2019,1728,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S1,MID BEACON HILL
20190000129963,04/12/2019,730,04/12/2019,1741,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BITTERLAKE
20190000129975,04/12/2019,1753,04/12/2019,1753,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
20190000129980,04/12/2019,1759,04/12/2019,1759,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,B,B1,BALLARD SOUTH
20190000129991,04/12/2019,1726,04/12/2019,2012,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH
20190000130006,04/12/2019,232,04/12/2019,1819,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,Q,Q3,QUEEN ANNE
20190000130009,04/12/2019,1822,04/12/2019,1822,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
20190000130046,04/12/2019,1907,04/12/2019,1907,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,WEST,D,D2,QUEEN ANNE
2019000013005,01/09/2019,2130,01/10/2019,1335,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U2,UNIVERSITY
20190000130050,04/12/2019,745,04/12/2019,1909,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U1,SANDPOINT
20190000130090,04/12/2019,2046,04/12/2019,2046,WEAPON,WEAPON-UNLAWFUL USE,SOUTH,S,S3,RAINIER BEACH
20190000130095,04/12/2019,1950,04/12/2019,2054,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E2,CAPITOL HILL
20190000130105,03/30/2019,1200,04/12/2019,2000,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,B,B1,BALLARD SOUTH
20190000130116,04/12/2019,2009,04/12/2019,2009,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000130119,04/12/2019,2008,04/12/2019,2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,F,F3,HIGHLAND PARK
20190000130149,04/12/2019,700,04/13/2019,22,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B2,BALLARD SOUTH
2019000013015,01/10/2019,1340,01/10/2019,1419,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U1,UNIVERSITY
20190000130154,03/29/2019,2200,04/12/2019,2047,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,ROOSEVELT/RAVENNA
20190000130172,04/12/2019,2100,04/12/2019,2100,CAR PROWL,THEFT-CARPROWL,SOUTH,O,O1,SODO
20190000130189,04/12/2019,2117,04/12/2019,2117,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000130194,04/12/2019,1715,04/12/2019,2120,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,GREENWOOD
20190000130195,04/12/2019,2121,04/12/2019,2121,TRESPASS,TRESPASS,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
20190000130233,04/12/2019,2135,04/12/2019,2200,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L3,LAKECITY
20190000130239,04/12/2019,1831,04/12/2019,2206,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B3,WALLINGFORD
2019000013024,01/10/2019,1341,01/10/2019,1805,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
20190000130240,04/12/2019,2209,04/12/2019,2209,NARCOTIC,NARC-POSSESS-METH,SOUTH,O,O2,SODO
20190000130275,04/12/2019,2237,04/12/2019,2237,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,EAST,E,E3,CAPITOL HILL
20190000130293,04/12/2019,1701,04/12/2019,2249,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,L,L2,NORTHGATE
20190000130319,04/12/2019,1730,04/13/2019,38,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,U,U2,UNIVERSITY
2019000013032,12/23/2018,0,01/10/2019,1510,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W3,MORGAN
20190000130357,04/13/2019,31,04/13/2019,118,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,R,R2,MOUNT BAKER
20190000130373,04/13/2019,48,04/13/2019,48,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L1,LAKECITY
20190000130378,04/13/2019,101,04/14/2019,30,DUI,DUI-LIQUOR,UNKNOWN,,,UNKNOWN
20190000130398,04/13/2019,128,04/13/2019,128,WEAPON,WEAPON-DISCHARGE,EAST,E,E1,CAPITOL HILL
20190000130409,04/13/2019,145,04/13/2019,145,DUI,DUI-LIQUOR,NORTH,J,J3,ROOSEVELT/RAVENNA
20190000130413,04/12/2019,1700,04/13/2019,152,SEX OFFENSE-OTHER,SEXOFF-OTHER,UNKNOWN,,,UNKNOWN
20190000130436,04/13/2019,220,04/13/2019,224,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W3,MORGAN
2019000013046,01/10/2019,1404,01/10/2019,1404,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,EAST,E,E3,FIRST HILL
20190000130463,04/13/2019,324,04/13/2019,451,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,Q,Q1,MAGNOLIA
20190000130464,04/11/2019,1200,04/13/2019,311,MOTOR VEHICLE THEFT,VEH-THEFT-RECREATION VEH,SOUTH,O,O1,SODO
20190000130482,04/13/2019,403,04/13/2019,457,ROBBERY-STREET,ROBBERY-STREET-GUN,WEST,Q,Q3,SLU/CASCADE
20190000130494,04/13/2019,0,04/13/2019,431,CAR PROWL,THEFT-CARPROWL,EAST,E,E3,CAPITOL HILL
2019000013051,01/10/2019,1406,01/10/2019,1406,TRESPASS,TRESPASS,SOUTH,O,O1,SODO
20190000130518,04/13/2019,511,04/13/2019,519,TRESPASS,TRESPASS,WEST,K,K2,DOWNTOWN COMMERCIAL
20190000130527,04/13/2019,526,04/13/2019,526,TRESPASS,TRESPASS,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000130528,04/13/2019,535,04/13/2019,550,TRESPASS,TRESPASS,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000130534,04/13/2019,546,04/13/2019,546,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,SANDPOINT
20190000130535,04/13/2019,545,04/13/2019,545,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,N,N2,NORTHGATE
20190000130537,04/12/2019,2030,04/13/2019,832,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTH,O,O3,GEORGETOWN
2019000013054,01/07/2019,1405,01/10/2019,1405,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E1,CAPITOL HILL
20190000130552,04/13/2019,633,04/13/2019,652,TRESPASS,TRESPASS,WEST,K,K2,DOWNTOWN COMMERCIAL
20190000130564,04/13/2019,659,04/13/2019,659,AGGRAVATED ASSAULT,ASSLT-AGG-POLICE-WEAPON,EAST,C,C2,MADISON PARK
20190000130616,04/13/2019,300,04/13/2019,905,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F2,HIGHLAND PARK
20190000130620,04/12/2019,1800,04/13/2019,843,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,U,U2,UNIVERSITY
20190000130621,04/13/2019,844,04/13/2019,844,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTH,R,R3,LAKEWOOD/SEWARD PARK
20190000130634,04/13/2019,903,04/13/2019,903,NARCOTIC,NARC-POSSESS-METH,WEST,K,K3,PIONEER SQUARE
20190000130639,04/12/2019,2200,04/13/2019,909,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B2,BALLARD SOUTH
20190000130649,04/12/2019,0,04/13/2019,925,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,SOUTHWEST,F,F1,HIGH POINT
20190000130657,04/13/2019,936,04/13/2019,936,TRESPASS,TRESPASS,EAST,G,G3,JUDKINS PARK/NORTH BEACON HILL
20190000130674,04/13/2019,954,04/13/2019,1021,TRESPASS,TRESPASS,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000130678,04/13/2019,959,04/13/2019,959,THEFT-BUILDING,THEFT-BUILDING,SOUTH,R,R2,MOUNT BAKER
2019000013068,01/10/2019,1140,01/10/2019,1413,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
20190000130691,04/13/2019,1012,04/13/2019,1012,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,D,D1,SLU/CASCADE
20190000130692,04/12/2019,1600,04/13/2019,1213,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F3,SOUTH PARK
2019000013070,01/09/2019,1730,01/10/2019,1417,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BITTERLAKE
20190000130708,04/13/2019,1033,04/13/2019,1033,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L3,LAKECITY
20190000130747,04/12/2019,815,04/13/2019,1122,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U3,SANDPOINT
20190000130757,04/12/2019,1730,04/13/2019,1125,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,SOUTH,R,R3,COLUMBIA CITY
2019000013077,01/10/2019,1425,01/10/2019,1425,NARCOTIC,NARC-POSSESS-AMPHETAMINE,SOUTH,O,O1,SODO
20190000130782,04/13/2019,1200,04/13/2019,1200,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2019000013079,01/10/2019,1651,01/10/2019,1651,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J1,GREENWOOD
20190000130790,04/13/2019,1207,04/13/2019,1207,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,O,O3,GEORGETOWN
20190000130822,04/13/2019,1323,04/13/2019,1323,NARCOTIC,NARC-DRUG TRAFFIC LOITERING,SOUTH,O,O1,SODO
20190000130840,04/12/2019,2330,04/13/2019,1234,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E2,CAPITOL HILL
20190000130852,04/13/2019,1303,04/13/2019,1303,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U2,UNIVERSITY
20190000130866,04/06/2019,1500,04/13/2019,1450,THEFT-ALL OTHER,THEFT-MAIL,SOUTHWEST,F,F1,HIGHLAND PARK
2019000013087,01/10/2019,1426,01/10/2019,1523,TRESPASS,TRESPASS,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000130875,04/12/2019,1720,04/13/2019,1330,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000130877,04/12/2019,800,04/13/2019,1624,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL
2019000013088,01/10/2019,1430,01/10/2019,1430,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,N,N2,NORTHGATE
2019000013089,01/10/2019,1430,01/10/2019,1654,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000130898,04/13/2019,300,04/13/2019,1349,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L3,SANDPOINT
20190000130903,04/13/2019,1100,04/13/2019,1349,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,SLU/CASCADE
20190000130908,04/13/2019,850,04/13/2019,1608,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000130922,04/12/2019,1900,04/13/2019,1409,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J3,GREENWOOD
20190000130925,04/13/2019,1420,04/13/2019,1648,RAPE,SEXOFF-SODOMY,NORTH,N,N1,BITTERLAKE
20190000130952,01/18/2019,100,04/13/2019,1438,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F2,SOUTH DELRIDGE
20190000130966,04/06/2019,1820,04/13/2019,1515,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000130968,04/13/2019,1500,04/13/2019,1500,TRESPASS,TRESPASS,EAST,E,E3,FIRST HILL
20190000130988,04/13/2019,1502,04/13/2019,1502,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,SOUTH,R,R2,CLAREMONT/RAINIER VISTA
2019000013099,01/10/2019,1453,01/10/2019,1453,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S1,SOUTH BEACON HILL
20190000130991,04/13/2019,1513,04/13/2019,1513,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000130993,04/13/2019,1512,04/13/2019,1559,TRESPASS,TRESPASS,EAST,E,E3,FIRST HILL
2019000013100,01/10/2019,1440,01/10/2019,1440,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000131002,04/13/2019,1518,04/13/2019,1518,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B1,BALLARD SOUTH
20190000131017,04/13/2019,1525,04/13/2019,1525,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N2,BITTERLAKE
20190000131020,04/12/2019,2000,04/13/2019,1528,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,NORTH,J,J1,GREENWOOD
20190000131023,04/12/2019,1700,04/13/2019,1535,CAR PROWL,THEFT-CARPROWL,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000131027,04/13/2019,1538,04/13/2019,1538,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,O,O1,SODO
20190000131038,04/13/2019,1547,04/13/2019,1547,NARCOTIC,NARC-EQUIPMENT/PARAPHENALIA,WEST,K,K3,PIONEER SQUARE
20190000131040,04/13/2019,1546,04/13/2019,1546,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,FREMONT
20190000131066,04/13/2019,1607,04/13/2019,1607,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,WEST,M,M2,DOWNTOWN COMMERCIAL
20190000131074,04/12/2019,1910,04/13/2019,1937,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E1,CAPITOL HILL
20190000131092,04/13/2019,1628,04/13/2019,1628,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,R,R2,MOUNT BAKER
20190000131103,04/12/2019,1430,04/13/2019,1636,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000131115,04/13/2019,1646,04/13/2019,1646,SEX OFFENSE-OTHER,SEXOFF-LEWD CONDUCT,WEST,D,D2,SLU/CASCADE
20190000131118,04/13/2019,1603,04/13/2019,1646,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
20190000131166,04/06/2019,1200,04/13/2019,1728,CAR PROWL,THEFT-LICENSE PLATE,NORTH,B,B3,WALLINGFORD
20190000131201,04/06/2019,1230,04/13/2019,1805,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000131209,04/13/2019,1815,04/13/2019,1815,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,N,N3,NORTHGATE
20190000131217,04/12/2019,1530,04/13/2019,2029,CAR PROWL,THEFT-LICENSE PLATE,NORTH,U,U3,SANDPOINT
20190000131218,04/13/2019,1825,04/13/2019,1825,TRESPASS,TRESPASS,WEST,K,K2,DOWNTOWN COMMERCIAL
20190000131230,04/13/2019,1839,04/13/2019,2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNIVERSITY
20190000131248,04/13/2019,1906,04/13/2019,1906,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
20190000131272,04/13/2019,1940,04/13/2019,1940,TRESPASS,TRESPASS,SOUTH,R,R2,MOUNT BAKER
20190000131278,04/13/2019,1946,04/13/2019,1946,TRESPASS,TRESPASS,EAST,E,E3,FIRST HILL
20190000131285,04/13/2019,2117,04/13/2019,2117,TRESPASS,TRESPASS,EAST,G,G1,FIRST HILL
20190000131293,04/13/2019,2002,04/13/2019,2002,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,WEST,K,K3,PIONEER SQUARE
20190000131296,04/13/2019,1910,04/13/2019,1959,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,B,B2,FREMONT
20190000131301,04/13/2019,2007,04/13/2019,2007,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K2,PIONEER SQUARE
20190000131302,04/13/2019,2008,04/14/2019,1251,DUI,DUI-LIQUOR,SOUTH,O,O1,SODO
20190000131316,04/13/2019,2024,04/13/2019,2050,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000131351,04/13/2019,2053,04/13/2019,2053,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL
20190000131365,04/13/2019,200,04/13/2019,2107,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,EAST,E,E2,CAPITOL HILL
20190000131380,04/13/2019,2119,04/14/2019,1345,DUI,DUI-LIQUOR,SOUTHWEST,W,W3,MORGAN
20190000131389,04/13/2019,2327,04/13/2019,2327,TRESPASS,TRESPASS,NORTH,N,N3,NORTHGATE
2019000013139,01/10/2019,1510,01/10/2019,1617,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000131391,04/13/2019,2130,04/13/2019,2130,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,WEST,K,K3,PIONEER SQUARE
20190000131395,04/13/2019,2040,04/13/2019,2351,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F3,SOUTH PARK
20190000131404,04/13/2019,2146,04/13/2019,2146,DUI,DUI-DRUGS,NORTH,B,B1,BALLARD SOUTH
20190000131417,04/13/2019,2152,04/13/2019,2152,TRESPASS,TRESPASS,SOUTH,O,O3,GEORGETOWN
20190000131437,04/13/2019,2207,04/13/2019,2207,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W2,NORTH DELRIDGE
20190000131452,04/13/2019,2224,04/13/2019,2224,TRESPASS,TRESPASS,NORTH,B,B2,FREMONT
20190000131460,04/13/2019,2236,04/13/2019,2236,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
20190000131481,04/13/2019,2302,04/14/2019,154,DUI,DUI-LIQUOR,WEST,K,K3,DOWNTOWN COMMERCIAL
201900001315,01/02/2019,448,01/02/2019,448,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000131514,04/13/2019,2300,04/13/2019,2347,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
20190000131586,04/14/2019,116,04/14/2019,116,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,NORTH,B,B1,BALLARD SOUTH
2019000013160,01/10/2019,1519,01/10/2019,1555,TRESPASS,TRESPASS,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000131618,04/14/2019,147,04/14/2019,147,TRESPASS,TRESPASS,WEST,Q,Q3,QUEEN ANNE
20190000131640,04/13/2019,2000,04/14/2019,219,ROBBERY-RESIDENTIAL,ROBBERY-RESIDENCE-GUN,NORTH,L,L1,NORTHGATE
2019000013166,01/10/2019,100,01/10/2019,1521,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q3,QUEEN ANNE
20190000131670,04/14/2019,307,04/14/2019,307,DUI,DUI-LIQUOR,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000131724,04/14/2019,452,04/14/2019,509,TRESPASS,TRESPASS,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000131755,04/13/2019,2000,04/14/2019,603,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,W,W2,NORTH DELRIDGE
2019000013178,01/10/2019,1526,01/10/2019,1526,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,ROOSEVELT/RAVENNA
20190000131788,04/13/2019,2100,04/14/2019,736,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH
20190000131802,04/13/2019,2000,04/14/2019,813,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,W,W3,MORGAN
20190000131803,04/12/2019,800,04/14/2019,820,THEFT-ALL OTHER,THEFT-MAIL,WEST,Q,Q2,QUEEN ANNE
20190000131814,04/14/2019,845,04/14/2019,845,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTH,S,S1,NEW HOLLY
20190000131816,04/14/2019,848,04/14/2019,848,CAR PROWL,THEFT-CARPROWL,NORTH,U,U2,UNIVERSITY
